time,open,high,low,close,volume
2015-06-19 00:00:00+00:00,122.944,123.081,122.865,122.874,12678
2015-06-19 04:00:00+00:00,122.875,123.091,122.814,123.047,11512
2015-06-19 08:00:00+00:00,123.048,123.213,122.929,122.997,20230
2015-06-19 12:00:00+00:00,122.996,123.196,122.967,123.011,19096
2015-06-19 16:00:00+00:00,123.012,123.03,122.555,122.624,21273
2015-06-19 20:00:00+00:00,122.625,122.744,122.565,122.674,10714
2015-06-22 00:00:00+00:00,122.927,122.968,122.649,122.684,11819
2015-06-22 04:00:00+00:00,122.685,122.807,122.556,122.732,10949
2015-06-22 08:00:00+00:00,122.732,123.141,122.652,123.018,17422
2015-06-22 12:00:00+00:00,123.019,123.354,122.985,123.059,19888
2015-06-22 16:00:00+00:00,123.059,123.391,123.02,123.301,25876
2015-06-22 20:00:00+00:00,123.3,123.415,123.289,123.349,10284
2015-06-23 00:00:00+00:00,123.346,123.447,123.337,123.447,9005
2015-06-23 04:00:00+00:00,123.446,123.782,123.441,123.747,13884
2015-06-23 08:00:00+00:00,123.746,123.765,123.549,123.65,19369
2015-06-23 12:00:00+00:00,123.649,124.131,123.55,124.082,20851
2015-06-23 16:00:00+00:00,124.081,124.18,123.636,123.855,23072
2015-06-23 20:00:00+00:00,123.852,124.0,123.761,123.934,10675
2015-06-24 00:00:00+00:00,123.929,123.941,123.753,123.889,11014
2015-06-24 04:00:00+00:00,123.889,124.084,123.829,124.046,11046
2015-06-24 08:00:00+00:00,124.047,124.099,123.771,123.867,19688
2015-06-24 12:00:00+00:00,123.867,124.004,123.712,124.001,24282
2015-06-24 16:00:00+00:00,124.0,124.372,123.996,124.028,25038
2015-06-24 20:00:00+00:00,124.03,124.03,123.756,123.831,14127
2015-06-25 00:00:00+00:00,123.835,123.93,123.826,123.861,8842
2015-06-25 04:00:00+00:00,123.859,123.952,123.555,123.625,12265
2015-06-25 08:00:00+00:00,123.625,123.794,123.558,123.705,17038
2015-06-25 12:00:00+00:00,123.704,123.756,123.315,123.603,25329
2015-06-25 16:00:00+00:00,123.602,123.714,123.434,123.586,21996
2015-06-25 20:00:00+00:00,123.585,123.635,123.491,123.617,10875
2015-06-26 00:00:00+00:00,123.618,123.655,123.487,123.538,10043
2015-06-26 04:00:00+00:00,123.539,123.581,123.22,123.388,13198
2015-06-26 08:00:00+00:00,123.388,123.467,123.292,123.4,15114
2015-06-26 12:00:00+00:00,123.399,123.813,123.357,123.798,19346
2015-06-26 16:00:00+00:00,123.799,123.984,123.75,123.852,23654
2015-06-26 20:00:00+00:00,123.851,123.913,123.749,123.837,11281
2015-06-29 00:00:00+00:00,122.741,123.099,122.099,122.95,28214
2015-06-29 04:00:00+00:00,122.949,123.187,122.548,122.626,20996
2015-06-29 08:00:00+00:00,122.627,123.069,122.317,122.954,36684
2015-06-29 12:00:00+00:00,122.955,122.991,122.74,122.809,22100
2015-06-29 16:00:00+00:00,122.811,122.947,122.416,122.459,30314
2015-06-29 20:00:00+00:00,122.457,122.59,122.398,122.525,19108
2015-06-30 00:00:00+00:00,122.53,122.72,122.407,122.449,12072
2015-06-30 04:00:00+00:00,122.45,122.544,122.192,122.272,16639
2015-06-30 08:00:00+00:00,122.272,122.462,121.935,122.031,23708
2015-06-30 12:00:00+00:00,122.032,122.606,122.023,122.397,25446
2015-06-30 16:00:00+00:00,122.397,122.497,121.972,122.109,34711
2015-06-30 20:00:00+00:00,122.109,122.495,122.092,122.487,18106
2015-07-01 00:00:00+00:00,122.483,122.598,122.352,122.528,15789
2015-07-01 04:00:00+00:00,122.527,122.598,122.439,122.493,9662
2015-07-01 08:00:00+00:00,122.492,122.817,122.492,122.813,16664
2015-07-01 12:00:00+00:00,122.815,123.144,122.803,123.004,25317
2015-07-01 16:00:00+00:00,123.006,123.232,122.889,123.028,25061
2015-07-01 20:00:00+00:00,123.028,123.186,123.027,123.163,12619
2015-07-02 00:00:00+00:00,123.154,123.421,123.132,123.361,12098
2015-07-02 04:00:00+00:00,123.361,123.459,123.291,123.343,10090
2015-07-02 08:00:00+00:00,123.343,123.59,123.328,123.504,17845
2015-07-02 12:00:00+00:00,123.507,123.719,122.966,123.107,25281
