symbol,timeframe,time,open,high,low,close,volume,quantity,sma_20,sma_50,ema_8,ema_21,ema_55,rsi_14,atr_14,atr_pct,bb_upper,bb_lower,bb_position,donchian_high_20,donchian_low_20,donchian_position,macd,macd_signal,fibo_382,fibo_500,fibo_618,fibo_zone,trigger_long_wick_rejection,trigger_bullish_engulfing,trend_proxy,volatility_proxy
POSI3,D1,2024-01-07,7.2,7.33,7.09,7.14,12853102.5,1791800.0,,,7.14,7.14,7.14,,,,,,,,,,0.0,0.0,,,,NONE,0,0,RANGE,NORMAL_VOL
POSI3,D1,2024-01-08,6.23,6.51,6.19,6.38,12234332.09,1918500.0,,,6.97111111111111,7.07090909090909,7.112857142857143,,,,,,,,,,-0.06062678062678106,-0.012125356125356214,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-01-10,5.25,5.58,5.25,5.33,17696711.83,3269600.0,,,6.606419753086419,6.912644628099173,7.049183673469388,,,,,,,,,,-0.19119617535571987,-0.04793951997142895,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-01-11,5.88,5.94,5.55,5.55,7921299.33,1392500.0,,,6.371659807956104,6.788767843726521,6.99564139941691,,,,,,,,,,-0.27376540284584916,-0.093104696546313,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-02-07,7.14,7.21,7.0,7.14,13993538.11,1971900.0,,,6.542402072854747,6.820698039751383,7.000797063723449,,,,,,,,,,-0.20849895255639694,-0.1161835477483298,,,,NONE,1,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-02-08,6.38,6.56,6.3,6.5,8905978.76,1379400.0,,,6.532979389998137,6.791543672501256,6.982911454304754,,,,,,,,,,-0.2060423438959269,-0.13415530697784922,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-02-09,5.98,5.98,5.85,5.87,6590870.93,1117700.0,,,6.3856506366652175,6.707766975001142,6.943164616651013,,,,,,,,,,-0.252025999858283,-0.15772944555393598,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-02-10,5.4,5.54,5.36,5.4,10342334.07,1897100.0,,,6.166617161850725,6.588879068182857,6.888051594627763,,,,,,,,,,-0.3226738670668734,-0.19071832985652348,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-02-12,4.76,4.84,4.67,4.76,6891240.84,1450100.0,,,5.854035570328342,6.422617334711688,6.812049751962486,,,,,,,,,,-0.4254016961668574,-0.23765500311859028,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-03-07,7.19,7.49,7.19,7.49,9277159.17,1253400.0,,,6.217583221366489,6.519652122465171,6.836262260820969,,,,,,,,,,-0.28326080220055605,-0.24677616293498345,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-03-09,5.88,6.04,5.8,5.81,10449096.82,1767600.0,,,6.127009172173937,6.4551382931501555,6.799610037220219,,,,,,,,,,-0.30268590462353284,-0.25795811127269336,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-03-10,5.4,5.42,5.25,5.31,7890769.53,1484600.0,,,5.945451578357506,6.351034811954686,6.746409678748069,,,,,,,,,,-0.35434162983101025,-0.27723481498435676,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-03-12,4.76,4.82,4.67,4.75,6533089.71,1385000.0,,,5.679795672055838,6.205486192686078,6.675109333078495,,,,,,,,,,-0.43544692302967825,-0.30887723659342103,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-04-07,7.52,7.96,7.46,7.96,11566824.58,1495700.0,,,6.186507744932319,6.364987447896435,6.72099828546855,,1.1535714285714285,0.1449210337401292,,,,,,,-0.2379602219969561,-0.29469383367412805,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-04-09,5.86,6.1,5.85,6.07,11834656.1,1965700.0,,,6.16061713494736,6.338170407178577,6.6977483467018155,46.7712733856367,1.2871428571428571,0.2120498940927277,,,,,,,-0.2312916075468543,-0.2820133884486733,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-04-10,5.34,5.44,5.25,5.43,10023470.32,1883500.0,,,5.998257771625724,6.255609461071433,6.652471620033894,47.112462006079035,1.2778571428571428,0.23533280715601157,,,,,,,-0.2744852388745871,-0.28050775853385607,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-04-11,5.67,5.99,5.61,5.99,9024491.84,1542300.0,,,5.996422711264453,6.231463146428576,6.628811919318397,52.06766917293233,1.2371428571428573,0.20653470069162894,,,,,,,-0.26052600143763005,-0.27651140711461086,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-04-12,4.77,4.84,4.71,4.78,4610184.71,962900.0,,,5.726106553205685,6.099511951298705,6.562782922199883,47.72861356932154,1.2850000000000001,0.2688284518828452,,,,,,,-0.34314453619286134,-0.289838032930261,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-05-07,7.87,7.98,7.71,7.85,7252397.54,926800.0,,,6.198082874715533,6.258647228453368,6.608754960692744,51.92620727075422,1.3950000000000002,0.1777070063694268,,,,,,,-0.15906339349461973,-0.26368310504313275,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-05-08,6.23,6.34,6.14,6.29,8733386.7,1394800.0,6.09,,6.218508902556526,6.261497480412153,6.597370854953718,49.457364341085274,1.4571428571428575,0.23166023166023172,8.082554562417432,4.097445437582567,0.5501868314605534,7.98,4.67,0.48942598187311176,-0.13747203219548876,-0.23844089047360398,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-05-09,6.07,6.13,5.9,6.01,8794892.15,1471200.0,6.0335,,6.172173590877298,6.238634073101958,6.576393324419657,50.368421052631575,1.4385714285714286,0.23936296648443073,7.963804311978323,4.103195688021677,0.4939128768831491,7.98,4.67,0.40483383685800595,-0.14132527297599307,-0.21901776697408182,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-05-11,5.99,6.04,5.86,5.9,3795983.47,643000.0,6.0095,,6.111690570682343,6.207849157365415,6.552236419976097,51.3412017167382,1.4150000000000003,0.2398305084745763,7.933590762713105,4.085409237286895,0.4715450013788339,7.98,4.67,0.37160120845921457,-0.15150857816896934,-0.20551592921305933,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-05-12,4.83,4.94,4.81,4.83,3935261.72,807100.0,5.9845,,5.826870443864045,6.082590143059469,6.490727976405522,50.18353434714211,1.4407142857142858,0.2982845312037859,7.958120504235007,4.010879495764993,0.20751722595031152,7.98,4.67,0.04833836858006046,-0.24311648305612898,-0.21303603998167328,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-06-08,6.27,6.38,6.1,6.1,9975652.39,1613000.0,6.012,,5.887565900783145,6.08417285732679,6.4767734058196105,46.053378762067005,1.3564285714285715,0.22236533957845436,7.975429866866974,4.048570133133025,0.522409764026973,7.98,4.67,0.4320241691842899,-0.2108079585881626,-0.21259042370297115,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-06-09,5.99,6.06,5.77,5.77,13222671.64,2260600.0,5.943499999999999,,5.861440145053558,6.0556116884788995,6.451531498468911,49.8769987699877,1.2592857142857146,0.21824709086407534,7.835525091632883,4.0514749083671155,0.4541496566913224,7.98,4.67,0.33232628398791525,-0.20941742849402267,-0.21195582466118149,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-06-11,5.77,5.87,5.63,5.76,6309667.75,1098200.0,5.9065,,5.838897890597211,6.028737898617181,6.426833944952164,51.42675967025998,1.2364285714285714,0.2146577380952381,7.781569402224328,4.031430597775673,0.4609347793137116,7.98,4.67,0.32930513595166155,-0.20673917923514917,-0.21091249557597502,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-06-12,4.84,4.93,4.63,4.66,4815698.75,1018800.0,5.846,,5.576920581575609,5.904307180561074,6.363732732632444,49.724095646842436,1.2714285714285718,0.2728387492335991,7.802348908715309,3.8896510912846916,0.1968843352235108,7.98,4.63,0.008955223880597088,-0.29003412150543184,-0.22673682076186638,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-07-08,6.17,6.37,6.17,6.32,8826296.24,1403800.0,5.892,,5.742049341225474,5.942097436873703,6.362170849324143,44.44444444444444,1.1642857142857144,0.18422242314647377,7.847457679634644,3.9365423203653562,0.6094372955389061,7.98,4.63,0.5044776119402985,-0.21956680708465104,-0.22530281802642332,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-07-10,5.43,5.5,5.35,5.47,5415122.09,996700.0,5.9275,,5.681593932064258,5.899179488067002,6.330307604705424,47.8134110787172,1.0828571428571432,0.1979629145991121,7.821233433139278,4.033766566860723,0.37920686407231186,7.98,4.63,0.25074626865671634,-0.22966145467994092,-0.22617454535712686,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-07-11,5.79,5.8,5.58,5.58,5970505.73,1051800.0,5.832,,5.659017502716646,5.870163170970002,6.303510904537372,50.56861258529189,1.047857142857143,0.18778801843317974,7.581076147119116,4.082923852880883,0.4279619699762454,7.98,4.63,0.2835820895522388,-0.22617821328388654,-0.22617527894247882,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-08-07,7.78,7.99,7.72,7.73,5878266.33,750800.0,5.927999999999999,,6.11923583544628,6.039239246336366,6.354456943661038,55.886332882273344,1.18,0.15265200517464422,7.871903831279509,3.9840961687204888,0.9635002953859849,7.99,4.63,0.9226190476190477,-0.0493616769959937,-0.1908125585531818,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-08-08,6.37,6.57,6.35,6.41,10250826.15,1587600.0,5.9830000000000005,,6.1838500942359955,6.072944769396696,6.356440624244573,55.4734721289456,1.1871428571428573,0.18520169378203702,7.915493344442819,4.050506655557182,0.6104790350838475,7.99,4.63,0.5297619047619048,-0.01556682176193469,-0.1557634111949324,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-08-10,5.45,5.58,5.35,5.57,8104643.84,1474600.0,6.024,,6.047438962183552,6.02722251763336,6.328353459092981,40.99526066350711,1.0342857142857145,0.18568863811233652,7.87961338986104,4.16838661013896,0.3776684835104585,7.99,4.63,0.2797619047619049,-0.05592051841032841,-0.13579483263801162,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-08-11,5.56,5.62,5.36,5.4,7913974.49,1450900.0,5.896,,5.903563637253874,5.9702022887576005,6.29519797841109,46.05146406388643,0.9307142857142858,0.17235449735449737,7.529161609304255,4.2628383906957446,0.3481472999444002,7.99,4.63,0.22916666666666677,-0.1004606452042518,-0.12872799515125966,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-09-07,7.67,7.87,7.65,7.74,4444898.27,570300.0,5.9795,,6.311660606753013,6.131092989779637,6.346798050610694,56.48912228057015,1.0792857142857144,0.13944259874492435,7.809075446869977,4.149924553130023,0.9811225475866135,7.99,4.63,0.9255952380952381,0.05245476138403404,-0.09249144384420092,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-09-08,6.42,6.55,6.37,6.48,9354495.28,1443300.0,6.032,,6.349069360807899,6.162811808890578,6.351555263088883,52.00276243093923,1.1642857142857146,0.17967372134038803,7.855433430011694,4.208566569988306,0.6228451756522658,7.99,4.63,0.5505952380952382,0.07114968379498166,-0.05976321831636441,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-09-09,5.81,5.84,5.66,5.66,9651723.23,1689600.0,6.0155,,6.195942836183921,6.11710164444598,6.32685686083571,52.91637385804638,1.145,0.20229681978798586,7.846490241142179,4.184509758857821,0.4029213831914697,7.99,4.63,0.30654761904761907,0.019572774757460998,-0.04389601970159933,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-09-10,5.56,5.56,5.37,5.38,5871372.68,1081300.0,6.0455,,6.014622205920828,6.0500924040418,6.293040544377291,47.2809667673716,1.0550000000000002,0.19609665427509296,7.80969923686879,4.28130076313121,0.31138751619086674,7.99,4.63,0.2232142857142857,-0.04339571836033773,-0.04379595943334701,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-09-12,4.71,4.8,4.65,4.67,3457006.38,735100.0,5.8865,,5.715817271271755,5.924629458219819,6.235074810649531,45.96182085168869,1.0835714285714286,0.23202814316304682,7.535362765985281,4.237637234014719,0.13110938487561813,7.99,4.63,0.011904761904761915,-0.14887364637730016,-0.06481149682213765,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-10-06,8.24,8.28,8.06,8.07,6270709.02,770500.0,5.9755,,6.23896898876692,6.119663143836199,6.300607853126333,56.79012345679012,1.3242857142857145,0.16409984067976635,7.8872638590138635,4.063736140986137,1.0477925503520076,8.28,4.63,0.9424657534246578,0.04140858832596095,-0.04356747979251793,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-10-07,7.78,7.95,7.68,7.74,6108059.19,783700.0,6.061999999999999,,6.572531435707604,6.266966494396545,6.352014715514678,59.48275862068965,1.2714285714285718,0.16426725729051314,8.130465996565418,3.993534003434581,0.9056145962240215,8.28,4.63,0.8520547945205481,0.16369343217237997,-0.002115297399538356,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-10-09,5.69,5.7,5.46,5.46,14621437.8,2649200.0,6.040000000000001,,6.32530222777258,6.1936059039968585,6.32015704710344,47.449584816132855,1.3121428571428575,0.24031920460491896,8.125014199118635,3.954985800881367,0.36091221818892755,8.28,4.63,0.22739726027397267,0.0757548519133362,0.013458732463036555,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-10-10,5.4,5.51,5.36,5.41,6130872.32,1125600.0,6.069,,6.121901732712007,6.122369003633508,6.287651438278317,49.813200498132,1.2535714285714286,0.23171375759176127,8.09854908136862,4.039450918631379,0.3376486663836666,8.28,4.63,0.2136986301369864,0.002005196702821621,0.011168025310993568,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-10-12,4.72,4.87,4.71,4.87,5581082.33,1171500.0,6.0075,,5.843701347664894,6.008517276030461,6.2370210297683775,47.847180109157065,1.28,0.26283367556468173,8.106450865752247,3.9085491342477536,0.22903129402404335,8.28,4.63,0.06575342465753431,-0.09887564651570369,-0.010840709054345882,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-06,8.15,8.21,7.97,8.1,9934095.5,1230900.0,6.1240000000000006,,6.345101048183806,6.198652069118601,6.303555992990936,51.05293113261239,1.3464285714285715,0.16622574955908292,8.417114636655157,3.8308853633448448,0.9308550406538516,8.28,4.63,0.9506849315068494,0.08087726146426277,0.007502885049375848,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-07,7.78,7.85,7.51,7.6,9285283.23,1219400.0,6.215999999999999,,6.623967481920738,6.3260473355623645,6.349857564669831,53.55223880597015,1.2899999999999998,0.16973684210526313,8.593706989163255,3.8382930108367437,0.791036701811405,8.28,4.63,0.8136986301369864,0.1809015937965519,0.04218262679881106,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-09,5.49,5.58,5.45,5.51,9021471.63,1635200.0,6.2585,,6.376419152605019,6.251861214147604,6.319862651645908,49.83333333333333,1.3678571428571427,0.24824993518278451,8.547846263846838,3.9691537361531615,0.33652538459990783,8.28,4.65,0.23691460055096408,0.09048303258912593,0.05184270795687403,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-10,5.41,5.45,5.35,5.41,3902471.58,723300.0,6.212999999999999,,6.161659340915015,6.175328376497823,6.287367556944268,50.02788622420524,1.3607142857142855,0.25151835225772373,8.533164241010354,3.8928357589896434,0.3269519058594062,8.28,4.65,0.209366391184573,0.010633925858645199,0.04360095153722827,,,,NONE,1,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-11,5.42,5.54,5.4,5.54,3761917.13,686300.0,6.2165,,6.0235128207116775,6.117571251361657,6.2606758584819735,43.00254452926208,1.1942857142857142,0.2155750386797318,8.532151778203005,3.900848221796995,0.35392881469316206,8.28,4.65,0.24517906336088152,-0.04167672956675794,0.026545415316431023,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-11-12,4.9,5.08,4.8,5.04,7885582.36,1588600.0,6.1895,6.0398000000000005,5.804954416109083,6.019610228510596,6.217080292107617,45.18716577540107,1.1492857142857142,0.2280328798185941,8.548585237522108,3.830414762477892,0.2563674296891047,8.28,4.65,0.10743801652892557,-0.12207195271125659,-0.0031780582891065,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-12-06,8.19,8.22,7.88,8.1,9255983.86,1147800.0,6.208,6.059,6.31496454586262,6.20873657137327,6.2843274245323455,57.09302325581395,1.3178571428571428,0.1626984126984127,8.623089406648388,3.792910593351612,0.8917039250786327,8.28,4.65,0.9504132231404959,0.0604340343146923,0.00954436023165326,,,,NONE,1,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-12-07,7.57,7.64,7.51,7.54,10527402.44,1393800.0,6.2645,6.0822,6.587194646782038,6.329760519430245,6.32917287365619,56.17848970251716,1.3392857142857142,0.17762410003789314,8.751294385507068,3.777705614492932,0.7564546565316297,8.28,4.65,0.7961432506887054,0.15806198387274684,0.03924788495987198,,,,NONE,0,0,TREND_UP,NORMAL_VOL
POSI3,D1,2024-12-08,6.49,6.87,6.49,6.87,17700495.55,2631200.0,6.3295,6.1129999999999995,6.650040280830474,6.378873199482041,6.348488128168469,56.30733944954129,1.362142857142857,0.19827406945310874,8.807805660601296,3.8511943393987047,0.6090462747579047,8.28,4.65,0.6115702479338844,0.17930254852509453,0.0672588176729165,,,,NONE,0,0,TREND_UP,NORMAL_VOL
POSI3,D1,2024-12-09,5.53,5.54,5.46,5.48,8865810.67,1611900.0,6.3335,6.111600000000001,6.390031329534813,6.297157454074583,6.317470695019596,41.607258587167856,1.205,0.2198905109489051,8.805739768647898,3.8612602313521016,0.32738324760733256,8.28,4.65,0.22865013774104692,0.08301749178804307,0.07041055249594182,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-12-11,5.52,5.57,5.43,5.48,5334842.67,971100.0,6.2204999999999995,6.078399999999999,6.187802145193744,6.222870412795075,6.287561027340325,42.51655629139072,1.1871428571428573,0.21663190823774767,8.627800081878146,3.8131999181218537,0.3461969894043558,8.28,4.65,0.22865013774104692,0.006634413241486392,0.057655324645050736,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2024-12-12,5.04,5.04,4.66,4.66,5862426.5,1229300.0,6.1295,6.0416,5.848290557372912,6.080791284359159,6.229433847792457,47.0674486803519,1.082857142857143,0.23237277743715515,8.631242340218535,3.6277576597814667,0.2063046868624297,8.28,4.65,0.0027548209366390604,-0.11869859032908003,0.02238454165022458,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2025-01-04,4.62,4.84,4.62,4.71,6331491.22,1333900.0,6.082,6.018399999999999,5.595337100178932,5.956173894871962,6.1751683532284405,47.434017595307914,1.087857142857143,0.2309675462541705,8.656298882577953,3.507701117422046,0.23351967611739557,8.28,4.62,0.024590163934426194,-0.21155266902021808,-0.024402900483863958,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2025-01-07,4.34,4.47,4.34,4.42,4034505.68,911800.0,6.034,5.9988,5.334151077916947,5.816521722610874,6.112483769184568,48.319641523525014,1.0642857142857145,0.24078862314156438,8.697661113264182,3.3703388867358166,0.1970335317877349,8.28,4.34,0.0203045685279188,-0.3050246375785717,-0.08052724790280551,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
POSI3,D1,2025-01-08,3.83,3.88,3.74,3.8,5334449.22,1403800.0,5.9905,5.9796000000000005,4.993228616157626,5.633201566009886,6.029895063142262,30.055658627087197,0.8742857142857144,0.23007518796992488,8.773686171127956,3.207313828872044,0.10647619934238084,8.28,3.74,0.013215859030836921,-0.4242402865906314,-0.1492698556403707,,,,NONE,0,0,TREND_DOWN,NORMAL_VOL
